YEAR,CATEGORY,NAME,WINORLOSE
1939,DIRECTING,"Goodbye, Mr. Chips",FALSE
1939,DIRECTING,Mr. Smith Goes to Washington,FALSE
1939,DIRECTING,Stagecoach,FALSE
1939,DIRECTING,Wuthering Heights,FALSE
1939,MUSIC (Original Score),Dark Victory,FALSE
1939,MUSIC (Original Score),Eternally Yours,FALSE
1939,MUSIC (Original Score),Golden Boy,FALSE
1939,MUSIC (Original Score),Gone with the Wind,FALSE
1939,MUSIC (Original Score),Gulliver's Travels,FALSE
1939,MUSIC (Original Score),The Man in the Iron Mask,FALSE
1939,MUSIC (Original Score),Man of Conquest,FALSE
1939,MUSIC (Original Score),Nurse Edith Cavell,FALSE
1939,MUSIC (Original Score),Of Mice and Men,FALSE
1939,MUSIC (Original Score),The Rains Came,FALSE
1939,MUSIC (Original Score),The Wizard of Oz,TRUE
1939,MUSIC (Original Score),Wuthering Heights,FALSE
1939,MUSIC (Original Song),Gulliver's Travels,FALSE
1939,MUSIC (Original Song),Second Fiddle,FALSE
1939,MUSIC (Original Song),The Wizard of Oz,TRUE
1939,MUSIC (Original Song),Love Affair,FALSE
1939,SOUND,Balalaika,FALSE
1939,SOUND,Gone with the Wind,FALSE
1939,SOUND,"Goodbye, Mr. Chips",FALSE
1939,SOUND,The Great Victor Herbert,FALSE
1939,SOUND,The Hunchback of Notre Dame,FALSE
1939,SOUND,Man of Conquest,FALSE
1939,SOUND,Mr. Smith Goes to Washington,FALSE
1939,SOUND,Of Mice and Men,FALSE
1939,SOUND,The Private Lives of Elizabeth and Essex,FALSE
1939,SOUND,The Rains Came,FALSE
1939,SOUND,When Tomorrow Comes,TRUE
1939,SPECIAL EFFECTS,Gone with the Wind,FALSE
1939,SPECIAL EFFECTS,Only Angels Have Wings,FALSE
1939,SPECIAL EFFECTS,The Private Lives of Elizabeth and Essex,FALSE
1939,SPECIAL EFFECTS,The Rains Came,TRUE
1939,SPECIAL EFFECTS,Topper Takes a Trip,FALSE
1939,SPECIAL EFFECTS,Union Pacific,FALSE
1939,SPECIAL EFFECTS,The Wizard of Oz,FALSE
1940,ACTOR IN A LEADING ROLE,Charles Chaplin,FALSE
1940,ACTOR IN A LEADING ROLE,Henry Fonda,FALSE
1940,ACTOR IN A LEADING ROLE,Raymond Massey,FALSE
1940,ACTOR IN A LEADING ROLE,Laurence Olivier,FALSE
1940,ACTOR IN A LEADING ROLE,James Stewart,TRUE
1940,ACTRESS IN A LEADING ROLE,Bette Davis,FALSE
1940,ACTRESS IN A LEADING ROLE,Joan Fontaine,FALSE
1940,ACTRESS IN A LEADING ROLE,Katharine Hepburn,FALSE
1940,ACTRESS IN A LEADING ROLE,Ginger Rogers,TRUE
1940,ACTRESS IN A LEADING ROLE,Martha Scott,FALSE
1940,DIRECTING,The Grapes of Wrath,TRUE
1940,DIRECTING,Kitty Foyle,FALSE
1940,DIRECTING,The Letter,FALSE
1940,DIRECTING,The Philadelphia Story,FALSE
1940,DIRECTING,Rebecca,FALSE
1940,MUSIC (Original Score),Arizona,FALSE
1940,MUSIC (Original Score),The Dark Command,FALSE
1940,MUSIC (Original Score),The Fight for Life,FALSE
1940,MUSIC (Original Score),The Great Dictator,FALSE
1940,MUSIC (Original Score),The House of the Seven Gables,FALSE
1940,MUSIC (Original Score),The Howards of Virginia,FALSE
1940,MUSIC (Original Score),The Letter,FALSE
1940,MUSIC (Original Score),The Long Voyage Home,FALSE
1940,MUSIC (Original Score),The Mark of Zorro,FALSE
1940,MUSIC (Original Score),My Favorite Wife,FALSE
1940,MUSIC (Original Score),North West Mounted Police,FALSE
1940,MUSIC (Original Score),One Million B.C.,FALSE
1940,MUSIC (Original Score),Our Town,FALSE
1940,MUSIC (Original Score),Pinocchio,TRUE
1940,MUSIC (Original Score),Rebecca,FALSE
1940,MUSIC (Original Score),The Thief of Bagdad,FALSE
1940,MUSIC (Original Score),Waterloo Bridge,FALSE
1940,MUSIC (Original Song),Down Argentine Way,FALSE
1940,MUSIC (Original Song),You'll Find Out,FALSE
1940,MUSIC (Original Song),Music in My Heart,FALSE
1940,MUSIC (Original Song),Second Chorus,FALSE
1940,MUSIC (Original Song),Rhythm on the River,FALSE
1940,MUSIC (Original Song),Strike Up the Band,FALSE
1940,MUSIC (Original Song),Spring Parade,FALSE
1940,MUSIC (Original Song),Pinocchio,TRUE
1940,MUSIC (Original Song),Hit Parade of 1941,FALSE
1940,SOUND,Behind the News,FALSE
1940,SOUND,Captain Caution,FALSE
1940,SOUND,The Grapes of Wrath,FALSE
1940,SOUND,The Howards of Virginia,FALSE
1940,SOUND,Kitty Foyle,FALSE
1940,SOUND,North West Mounted Police,FALSE
1940,SOUND,Our Town,FALSE
1940,SOUND,The Sea Hawk,FALSE
1940,SOUND,Spring Parade,FALSE
1940,SOUND,Strike Up the Band,TRUE
1940,SOUND,Too Many Husbands,FALSE
1940,SPECIAL EFFECTS,The Blue Bird,FALSE
1940,SPECIAL EFFECTS,Boom Town,FALSE
1940,SPECIAL EFFECTS,The Boys from Syracuse,FALSE
1940,SPECIAL EFFECTS,Dr. Cyclops,FALSE
1940,SPECIAL EFFECTS,Foreign Correspondent,FALSE
1940,SPECIAL EFFECTS,The Invisible Man Returns,FALSE
1940,SPECIAL EFFECTS,The Long Voyage Home,FALSE
1940,SPECIAL EFFECTS,One Million B.C.,FALSE
1940,SPECIAL EFFECTS,Rebecca,FALSE
1940,SPECIAL EFFECTS,The Sea Hawk,FALSE
